#CHROM	START	STOP	FF	FM1	FM2
7	77000000	78000000	26|35	19|33	1|19
7	78000000	79000000	10|13	8|15	20|24
7	79000000	80000000	3|22	29|31	36|36
7	80000000	81000000	13|45	3|6	20|20
8	0	1000000	5|16	5|15	3|8
8	1000000	2000000	12|19	10|12	1|23
8	2000000	3000000	12|14	14|40	3|30
8	3000000	4000000	2|8	2|3	24|26
8	4000000	5000000	22|24	23|24	8|30
8	5000000	6000000	9|28	22|28	4|29
8	6000000	7000000	1|29	1|22	9|19
8	7000000	8000000	2|22	2|4	13|30
8	8000000	9000000	1|6	1|26	1|36
8	9000000	10000000	2|33	2|34	4|6
8	10000000	11000000	1|13	1|8	8|29
8	11000000	12000000	1|34	1|13	15|24
8	12000000	13000000	1|11	1|4	8|33
8	13000000	14000000	1|24	1|10	13|30
8	14000000	15000000	1|27	1|19	24|30
8	15000000	16000000	1|7	1|23	13|14
8	16000000	17000000	1|31	1|13	4|9
8	17000000	18000000	1|11	1|14	11|23
8	18000000	19000000	2|18	1|20	17|19
8	19000000	20000000	15|28	3|37	17|26
8	20000000	21000000	9|14	3|5	28|28
8	21000000	22000000	4|16	4|19	10|10
8	22000000	23000000	4|10	10|27	18|18
8	23000000	24000000	17|20	2|21	14|14
8	24000000	25000000	33|36	10|18	18|18
8	25000000	26000000	6|9	15|17	15|15
8	26000000	27000000	24|34	6|36	6|6
8	27000000	28000000	29|33	11|17	11|11
8	28000000	29000000	7|22	5|24	24|24
8	29000000	30000000	10|22	17|21	21|23
8	30000000	31000000	6|27	4|8	5|8
8	31000000	32000000	15|19	33|37	10|37
8	32000000	33000000	26|31	26|40	24|40
8	33000000	34000000	3|15	3|17	17|22
8	34000000	35000000	7|13	13|16	16|33
8	35000000	36000000	17|29	10|29	10|32
8	36000000	37000000	17|28	16|17	6|16
8	37000000	38000000	7|22	4|7	4|22
8	38000000	39000000	10|31	24|32	9|24
8	39000000	40000000	11|33	19|25	25|27
8	40000000	41000000	19|21	3|24	3|12
8	41000000	42000000	8|17	6|28	5|6
8	42000000	43000000	2|12	3|23	3|32
8	43000000	44000000	12|23	2|15	2|30
8	44000000	45000000	10|19	6|31	16|35
8	45000000	46000000	20|38	4|13	10|28
8	46000000	47000000	20|29	1|4	28|32
8	47000000	48000000	18|23	4|14	9|33
8	48000000	49000000	15|25	5|27	12|33
8	49000000	50000000	5|33	1|45	17|21
8	50000000	51000000	17|28	15|31	4|7
8	51000000	52000000	2|29	4|36	6|32
8	52000000	53000000	2|19	2|6	13|16
8	53000000	54000000	12|22	12|30	9|37
8	54000000	55000000	11|42	35|42	16|21
8	55000000	56000000	14|16	16|26	7|33
8	56000000	57000000	11|26	8|32	23|41
8	57000000	58000000	20|21	21|35	12|45
8	58000000	59000000	23|26	26|30	16|38
8	59000000	60000000	14|23	7|14	28|34
8	60000000	61000000	5|14	5|9	26|38
8	61000000	62000000	1|31	30|40	18|41
8	62000000	63000000	5|21	5|28	13|25
8	63000000	64000000	15|34	15|26	13|23
8	64000000	65000000	1|33	33|33	10|27
8	65000000	66000000	8|39	39|39	30|41
8	66000000	67000000	1|18	13|13	9|26
8	67000000	68000000	19|44	40|40	4|37
8	68000000	69000000	12|19	39|39	11|19
8	69000000	70000000	1|16	10|10	15|19
8	70000000	71000000	13|14	32|32	19|23
8	71000000	72000000	21|39	7|7	12|17
8	72000000	73000000	14|27	39|39	16|32
8	73000000	74000000	2|21	2|2	32|42
8	74000000	75000000	1|9	1|1	1|7
9	0	1000000	7|15	1|1	4|12
9	1000000	2000000	9|10	11|11	12|18
9	2000000	3000000	19|23	12|12	4|7
9	3000000	4000000	6|24	18|19	16|25
9	4000000	5000000	6|20	9|15	1|11
9	5000000	6000000	6|21	12|12	11|23
9	6000000	7000000	6|42	24|24	1|27
9	7000000	8000000	13|24	38|38	35|55
9	8000000	9000000	7|16	46|46	21|41
9	9000000	10000000	1|9	5|5	14|15
9	10000000	11000000	4|9	1|1	11|19
9	11000000	12000000	3|9	1|1	25|31
9	12000000	13000000	17|20	4|4	21|33
9	13000000	14000000	6|22	21|21	13|16
9	14000000	15000000	8|14	1|1	19|20
9	15000000	16000000	17|20	1|1	23|27
9	16000000	17000000	31|35	3|3	14|19
9	17000000	18000000	0|0	0|0	0|0
9	18000000	19000000	17|26	3|3	37|45
9	19000000	20000000	23|27	4|4	4|14
9	20000000	21000000	4|6	25|25	4|25
9	21000000	22000000	11|31	16|16	11|16
9	22000000	23000000	6|36	32|32	17|32
9	23000000	24000000	6|19	1|1	1|35
9	24000000	25000000	13|28	35|35	3|35
9	25000000	26000000	12|36	6|6	6|11
9	26000000	27000000	10|21	5|5	5|28
9	27000000	28000000	14|18	6|6	10|21
9	28000000	29000000	12|14	25|25	18|20
9	29000000	30000000	12|15	26|26	11|16
9	30000000	31000000	8|38	10|10	12|13
9	31000000	32000000	28|43	1|1	31|41
9	32000000	33000000	7|24	1|1	13|17
9	33000000	34000000	6|7	10|10	6|6
9	34000000	35000000	7|17	20|20	12|13
9	35000000	36000000	8|21	10|10	10|28
9	36000000	37000000	2|6	33|33	16|32
9	37000000	38000000	16|28	3|3	22|23
9	38000000	39000000	27|29	5|5	22|32
9	39000000	40000000	9|15	1|1	11|26
9	40000000	41000000	4|15	20|20	1|18
9	41000000	42000000	10|35	14|14	16|33
9	42000000	43000000	3|19	1|1	6|29
9	43000000	44000000	10|25	1|1	7|29
9	44000000	45000000	16|32	1|1	9|12
9	45000000	46000000	17|28	1|1	9|27
9	46000000	47000000	3|20	1|1	12|15
9	47000000	48000000	6|29	2|2	4|21
9	48000000	49000000	14|28	2|2	11|13
9	49000000	50000000	24|29	8|8	34|42
9	50000000	51000000	20|29	3|3	15|28
9	51000000	52000000	1|35	1|1	16|19
9	52000000	53000000	24|26	22|22	16|19
9	53000000	54000000	2|18	25|25	17|33
9	54000000	55000000	16|21	4|4	10|31
9	55000000	56000000	12|31	7|7	2|32
9	56000000	57000000	1|14	3|3	9|26
9	57000000	58000000	7|9	36|36	2|27
9	58000000	59000000	8|41	38|40	22|32
9	59000000	60000000	6|9	18|22	31|34
9	60000000	61000000	8|44	31|67	35|70
9	61000000	62000000	0|0	0|0	0|0
10	0	1000000	6|8	5|5	1|6
10	1000000	2000000	7|15	9|10	1|7
10	2000000	3000000	6|16	4|19	1|16
10	3000000	4000000	9|10	3|17	1|9
10	4000000	5000000	8|14	17|20	1|8
10	5000000	6000000	7|20	6|18	1|7
10	6000000	7000000	13|21	1|16	1|13
10	7000000	8000000	4|16	1|20	1|16
10	8000000	9000000	10|18	1|32	2|18
10	9000000	10000000	6|24	12|23	5|16
10	10000000	11000000	4|23	6|20	8|9
10	11000000	12000000	9|17	20|23	23|29
10	12000000	13000000	4|22	1|24	1|11
10	13000000	14000000	9|10	1|6	1|19
10	14000000	15000000	24|30	1|9	1|30
10	15000000	16000000	6|10	1|2	1|10
10	16000000	17000000	19|29	3|10	3|20
10	17000000	18000000	8|30	1|4	1|11
10	18000000	19000000	10|36	4|19	4|9
10	19000000	20000000	11|29	21|33	2|33
10	20000000	21000000	2|7	5|12	12|25
10	21000000	22000000	9|38	2|33	2|23
10	22000000	23000000	9|29	2|26	2|11
10	23000000	24000000	1|36	7|31	24|31
10	24000000	25000000	1|14	3|17	3|5
10	25000000	26000000	9|19	3|28	27|28
10	26000000	27000000	10|21	9|30	12|30
10	27000000	28000000	27|45	2|12	2|22
10	28000000	29000000	6|38	17|42	17|24
10	29000000	30000000	6|20	4|23	14|23
10	30000000	31000000	13|35	1|23	1|11
10	31000000	32000000	18|40	13|27	1|13
10	32000000	33000000	7|24	5|33	5|11
10	33000000	34000000	15|17	2|8	2|6
10	34000000	35000000	20|38	11|15	11|33
10	35000000	36000000	24|28	13|13	13|31
10	36000000	37000000	19|27	21|21	6|21
10	37000000	38000000	17|29	3|4	4|11
10	38000000	39000000	1|36	11|32	18|32
10	39000000	40000000	12|29	11|28	11|31
10	40000000	41000000	35|41	1|4	1|7
10	41000000	42000000	4|8	18|20	10|20
10	42000000	43000000	3|4	1|29	1|1
10	43000000	44000000	15|30	1|34	34|34
10	44000000	45000000	11|15	10|22	22|22
10	45000000	46000000	7|26	4|16	16|16
10	46000000	47000000	8|15	11|28	28|28
10	47000000	48000000	3|17	23|28	28|28
10	48000000	49000000	7|9	5|18	1|1
10	49000000	50000000	15|25	13|13	1|4
10	50000000	51000000	13|15	21|21	1|1
10	51000000	52000000	43|45	38|38	3|3
10	52000000	53000000	21|36	44|44	13|16
10	53000000	54000000	9|17	20|20	18|26
10	54000000	55000000	4|31	29|29	8|11
10	55000000	56000000	18|29	8|8	32|41
10	56000000	57000000	16|27	28|28	7|14
10	57000000	58000000	13|17	3|3	6|9
10	58000000	59000000	18|33	13|13	2|28
10	59000000	60000000	10|27	20|20	3|12
10	60000000	61000000	6|34	29|29	7|16
10	61000000	62000000	9|16	21|21	11|19
10	62000000	63000000	12|13	17|17	9|27
10	63000000	64000000	9|28	1|1	1|21
10	64000000	65000000	23|29	1|5	1|12
10	65000000	66000000	16|22	7|40	40|43
10	66000000	67000000	5|7	33|44	38|44
10	67000000	68000000	10|55	5|6	19|19
10	68000000	69000000	9|19	27|32	4|4
10	69000000	70000000	13|13	3|13	27|27
11	0	1000000	8|8	8|20	2|8
11	1000000	2000000	2|18	4|14	1|18
11	2000000	3000000	7|14	5|16	1|14
11	3000000	4000000	12|14	2|9	5|14
11	4000000	5000000	10|19	6|24	1|19
11	5000000	6000000	8|23	5|15	1|8
11	6000000	7000000	23|29	5|24	1|23
11	7000000	8000000	17|21	13|29	1|21
11	8000000	9000000	6|16	11|32	3|16
11	9000000	10000000	22|41	7|74	41|51
11	10000000	11000000	3|28	18|22	1|3
11	11000000	12000000	54|70	9|55	22|70
11	12000000	13000000	20|30	11|24	4|20
11	13000000	14000000	20|21	3|22	11|20
11	14000000	15000000	21|31	7|15	2|31
11	15000000	16000000	8|31	24|30	7|8
11	16000000	17000000	5|15	8|21	5|26
11	17000000	18000000	2|32	1|6	30|32
11	18000000	19000000	6|9	2|25	9|31
11	19000000	20000000	1|26	3|4	1|9
11	20000000	21000000	4|8	14|26	8|33
11	21000000	22000000	22|31	3|26	15|22
11	22000000	23000000	3|17	21|30	3|27
11	23000000	24000000	1|27	4|9	1|12
11	24000000	25000000	2|6	34|37	6|17
11	25000000	26000000	7|15	2|4	1|1
11	26000000	27000000	15|30	18|26	3|5
11	27000000	28000000	3|27	9|19	15|21
11	28000000	29000000	11|14	31|36	5|19
11	29000000	30000000	16|36	11|30	5|9
11	30000000	31000000	11|16	14|20	12|22
11	31000000	32000000	7|25	22|33	2|4
11	32000000	33000000	9|15	24|25	2|5
11	33000000	34000000	16|27	10|18	2|6
11	34000000	35000000	2|13	23|26	17|30
11	35000000	36000000	14|22	13|28	6|28
11	36000000	37000000	3|10	21|26	4|26
11	37000000	38000000	9|9	6|21	21|21
11	38000000	39000000	13|13	10|29	29|29
11	39000000	40000000	1|1	24|34	24|24
11	40000000	41000000	1|2	14|26	14|14
11	41000000	42000000	1|12	6|11	11|11
11	42000000	43000000	1|28	11|11	11|11
11	43000000	44000000	14|24	6|6	6|6
11	44000000	45000000	2|4	6|6	6|6
11	45000000	46000000	1|29	21|27	21|21
11	46000000	47000000	8|33	3|22	3|3
11	47000000	48000000	10|24	8|19	19|19
11	48000000	49000000	1|15	2|17	17|17
11	49000000	50000000	13|24	1|6	1|1
11	50000000	51000000	5|10	15|18	18|18
11	51000000	52000000	7|25	11|17	17|17
11	52000000	53000000	9|28	6|10	6|6
11	53000000	54000000	1|23	17|18	16|16
11	54000000	55000000	19|27	4|17	16|16
11	55000000	56000000	19|23	8|12	29|29
11	56000000	57000000	7|27	1|29	7|7
11	57000000	58000000	7|13	10|22	7|7
11	58000000	59000000	9|27	2|2	27|27
11	59000000	60000000	23|28	15|15	23|23
11	60000000	61000000	2|18	1|22	3|3
11	61000000	62000000	1|10	1|17	1|1
11	62000000	63000000	21|42	14|19	41|42
11	63000000	64000000	11|51	3|35	19|50
11	64000000	65000000	19|21	10|20	18|20
11	65000000	66000000	15|41	1|39	17|39
11	66000000	67000000	28|38	8|18	8|32
11	67000000	68000000	13|38	3|15	14|34
11	68000000	69000000	27|39	1|45	5|27
11	69000000	70000000	9|13	17|31	8|12
11	70000000	71000000	29|37	6|16	6|45
11	71000000	72000000	5|30	2|26	14|25
11	72000000	73000000	19|28	13|36	16|42
11	73000000	74000000	53|62	16|25	20|43
11	74000000	75000000	1|15	13|15	15|20
12	0	1000000	10|15	10|10	15|15
12	1000000	2000000	5|15	5|5	15|15
12	2000000	3000000	16|17	16|16	17|17
12	3000000	4000000	11|17	17|17	11|11
12	4000000	5000000	2|15	2|2	15|15
12	5000000	6000000	2|21	2|2	20|21
12	6000000	7000000	11|26	26|26	11|16
12	7000000	8000000	1|23	23|23	1|11
12	8000000	9000000	2|20	19|23	2|9
12	9000000	10000000	8|17	23|26	8|14
12	10000000	11000000	29|31	7|15	20|31
12	11000000	12000000	12|21	6|9	12|17
12	12000000	13000000	2|12	19|20	2|2
12	13000000	14000000	10|24	10|13	10|10
12	14000000	15000000	6|7	5|7	7|7
12	15000000	16000000	10|32	10|14	10|10
12	16000000	17000000	8|13	5|22	8|8
12	17000000	18000000	18|30	10|30	30|30
12	18000000	19000000	1|36	16|36	36|36
12	19000000	20000000	1|10	10|18	10|10
12	20000000	21000000	12|12	12|16	12|12
12	21000000	22000000	25|29	9|27	25|29
12	22000000	23000000	18|24	3|24	19|24
12	23000000	24000000	20|23	23|30	4|23
12	24000000	25000000	8|19	8|21	8|13
12	25000000	26000000	1|27	1|8	1|13
12	26000000	27000000	3|17	14|17	12|17
12	27000000	28000000	6|9	6|19	14|33
12	28000000	29000000	1|19	19|23	14|14
12	29000000	30000000	10|14	2|14	23|23
12	30000000	31000000	2|19	6|19	4|4
12	31000000	32000000	1|14	1|9	19|19
12	32000000	33000000	14|17	1|14	24|24
12	33000000	34000000	6|20	8|20	9|9
12	34000000	35000000	8|12	12|27	5|5
12	35000000	36000000	5|20	5|10	27|27
12	36000000	37000000	19|37	15|19	32|32
12	37000000	38000000	4|9	9|32	9|9
12	38000000	39000000	12|20	5|20	19|19
12	39000000	40000000	2|24	18|24	13|13
12	40000000	41000000	6|11	11|18	15|15
12	41000000	42000000	1|23	12|23	8|8
12	42000000	43000000	27|33	16|33	5|5
12	43000000	44000000	2|23	2|28	12|12
12	44000000	45000000	8|22	3|8	18|18
12	45000000	46000000	1|19	19|27	12|12
12	46000000	47000000	2|12	12|25	18|18
12	47000000	48000000	2|2	2|26	32|32
12	48000000	49000000	14|14	4|14	16|16
12	49000000	50000000	31|32	12|32	8|8
12	50000000	51000000	8|26	8|12	8|8
12	51000000	52000000	10|11	3|11	11|11
12	52000000	53000000	2|28	7|29	27|28
12	53000000	54000000	19|23	6|14	19|23
12	54000000	55000000	2|30	22|30	5|27
12	55000000	56000000	2|5	2|26	2|11
12	56000000	57000000	1|24	1|7	1|18
12	57000000	58000000	21|42	1|50	1|8
12	58000000	59000000	5|27	4|6	6|14
12	59000000	60000000	30|30	6|29	14|29
12	60000000	61000000	1|2	7|12	7|24
12	61000000	62000000	24|40	8|32	8|20
12	62000000	63000000	44|52	8|42	7|38
12	63000000	64000000	33|49	31|40	6|27
12	64000000	65000000	20|24	36|41	20|28
12	65000000	66000000	34|43	4|45	25|34
12	66000000	67000000	18|26	4|14	1|26
12	67000000	68000000	8|13	4|16	2|13
12	68000000	69000000	9|10	27|43	14|20
12	69000000	70000000	9|38	9|26	28|32
12	70000000	71000000	15|45	15|45	2|50
12	71000000	72000000	8|36	36|36	36|47
12	72000000	73000000	5|24	5|5	5|7
13	0	1000000	1|2	1|1	6|8
13	1000000	2000000	1|6	13|13	5|7
13	2000000	3000000	1|2	7|7	15|17
13	3000000	4000000	1|6	13|13	5|15
13	4000000	5000000	1|18	13|13	13|14
13	5000000	6000000	2|16	5|5	5|11
13	6000000	7000000	1|2	14|14	11|13
13	7000000	8000000	1|14	6|6	7|10
13	8000000	9000000	10|25	22|22	8|20
13	9000000	10000000	4|20	6|6	1|1
13	10000000	11000000	8|19	18|18	32|32
13	11000000	12000000	2|26	11|11	27|27
13	12000000	13000000	8|22	17|17	9|9
13	13000000	14000000	2|35	33|33	25|25
13	14000000	15000000	6|18	29|29	25|25
13	15000000	16000000	28|28	11|11	25|25
13	16000000	17000000	30|30	11|11	39|39
13	17000000	18000000	23|25	29|29	16|16
13	18000000	19000000	29|33	27|27	12|12
13	19000000	20000000	4|9	35|35	30|30
13	20000000	21000000	10|22	32|32	14|14
13	21000000	22000000	1|37	33|33	4|4
13	22000000	23000000	2|33	22|22	28|28
13	23000000	24000000	3|4	1|1	19|25
13	24000000	25000000	11|13	6|6	3|17
13	25000000	26000000	2|16	20|20	5|5
13	26000000	27000000	7|30	6|6	28|28
13	27000000	28000000	18|28	36|36	30|32
13	28000000	29000000	1|19	28|28	3|31
13	29000000	30000000	4|26	14|14	6|38
13	30000000	31000000	12|35	1|1	11|33
13	31000000	32000000	7|14	22|22	28|39
13	32000000	33000000	4|20	26|26	9|15
13	33000000	34000000	8|21	26|26	1|5
13	34000000	35000000	22|39	7|7	18|21
13	35000000	36000000	1|32	21|21	3|15
13	36000000	37000000	7|25	4|4	24|28
13	37000000	38000000	4|5	4|4	5|15
13	38000000	39000000	5|21	6|6	16|22
13	39000000	40000000	5|29	41|41	13|20
13	40000000	41000000	1|32	11|11	12|34
13	41000000	42000000	2|20	29|29	18|31
13	42000000	43000000	7|30	5|5	33|38
13	43000000	44000000	29|31	21|21	15|16
13	44000000	45000000	4|12	33|33	15|27
13	45000000	46000000	16|44	35|35	1|33
13	46000000	47000000	20|36	41|41	2|4
13	47000000	48000000	8|25	29|29	37|39
13	48000000	49000000	8|23	18|18	2|7
13	49000000	50000000	27|34	37|37	16|16
13	50000000	51000000	18|34	50|50	30|30
13	51000000	52000000	8|36	33|33	41|41
13	52000000	53000000	1|26	20|20	30|30
13	53000000	54000000	10|12	32|32	18|18
13	54000000	55000000	1|38	4|4	27|27
13	55000000	56000000	15|32	22|22	43|43
13	56000000	57000000	38|45	19|19	10|10
13	57000000	58000000	1|22	33|35	10|11
13	58000000	59000000	5|32	11|27	7|53
13	59000000	60000000	6|48	27|45	34|40
13	60000000	61000000	19|24	44|58	26|38
13	61000000	62000000	8|39	27|46	17|44
13	62000000	63000000	6|60	47|52	17|33
13	63000000	64000000	2|8	2|3	2|2
14	0	1000000	0|0	0|0	0|0
14	1000000	2000000	7|8	8|12	3|3
14	2000000	3000000	3|19	3|4	12|12
14	3000000	4000000	1|6	1|3	5|5
14	4000000	5000000	1|2	1|13	6|6
14	5000000	6000000	1|10	1|7	4|4
14	6000000	7000000	1|4	1|20	17|17
14	7000000	8000000	1|11	1|21	8|8
14	8000000	9000000	1|14	1|10	20|20
14	9000000	10000000	1|15	3|21	18|18
14	10000000	11000000	1|19	1|9	22|22
14	11000000	12000000	1|6	1|6	23|23
14	12000000	13000000	2|5	2|5	20|20
14	13000000	14000000	1|13	1|13	26|26
14	14000000	15000000	1|23	1|23	9|9
14	15000000	16000000	1|26	1|26	16|16
14	16000000	17000000	1|23	1|23	21|21
14	17000000	18000000	1|26	1|20	9|9
14	18000000	19000000	1|9	1|25	34|34
14	19000000	20000000	1|15	1|3	13|13
14	20000000	21000000	1|27	1|16	21|21
14	21000000	22000000	1|6	1|15	29|29
14	22000000	23000000	1|18	1|36	40|40
14	23000000	24000000	2|27	2|20	15|15
14	24000000	25000000	3|28	3|22	16|16
14	25000000	26000000	11|22	13|22	3|3
14	26000000	27000000	13|26	13|34	30|30
14	27000000	28000000	22|30	16|22	2|2
14	28000000	29000000	12|23	22|26	4|4
14	29000000	30000000	32|37	16|29	1|1
14	30000000	31000000	7|26	16|34	1|2
14	31000000	32000000	7|11	13|30	1|30
14	32000000	33000000	8|14	11|22	1|11
14	33000000	34000000	11|27	13|24	1|13
14	34000000	35000000	16|28	5|13	2|13
14	35000000	36000000	8|30	3|35	2|3
14	36000000	37000000	22|24	16|33	2|33
14	37000000	38000000	4|29	6|16	6|6
14	38000000	39000000	8|34	11|14	11|11
14	39000000	40000000	30|35	5|25	25|25
14	40000000	41000000	1|29	22|25	22|22
14	41000000	42000000	10|12	23|30	23|23
14	42000000	43000000	8|49	18|24	24|24
14	43000000	44000000	39|42	2|44	2|2
14	44000000	45000000	12|23	14|25	25|25
14	45000000	46000000	7|23	1|6	1|1
14	46000000	47000000	39|42	5|33	33|33
14	47000000	48000000	32|33	9|19	17|17
14	48000000	49000000	1|21	10|28	4|4
14	49000000	50000000	3|7	15|18	26|26
14	50000000	51000000	2|10	12|31	18|18
14	51000000	52000000	20|32	13|33	5|5
14	52000000	53000000	3|15	15|37	33|33
14	53000000	54000000	22|38	30|38	13|13
14	54000000	55000000	1|12	12|19	27|27
14	55000000	56000000	12|17	12|24	29|29
14	56000000	57000000	21|39	29|39	6|6
14	57000000	58000000	6|11	7|19	23|23
14	58000000	59000000	17|21	6|6	4|4
14	59000000	60000000	30|50	9|9	23|23
14	60000000	61000000	2|20	1|1	39|39
15	0	1000000	23|32	2|23	2|2
15	1000000	2000000	5|14	2|14	8|8
15	2000000	3000000	6|9	9|13	1|1
15	3000000	4000000	7|17	11|17	5|5
15	4000000	5000000	3|12	12|21	2|2
15	5000000	6000000	6|28	9|28	7|7
15	6000000	7000000	7|18	7|23	6|6
15	7000000	8000000	8|16	8|15	3|3
15	8000000	9000000	17|23	17|19	1|1
15	9000000	10000000	8|13	13|25	1|1
15	10000000	11000000	2|9	2|21	7|7
15	11000000	12000000	1|6	6|8	1|1
15	12000000	13000000	15|27	11|16	29|29
15	13000000	14000000	24|28	19|25	2|2
15	14000000	15000000	5|8	15|19	1|1
15	15000000	16000000	5|25	13|15	2|2
15	16000000	17000000	6|12	18|19	3|3
15	17000000	18000000	1|3	27|28	27|27
15	18000000	19000000	15|17	4|19	4|4
15	19000000	20000000	23|27	4|16	1|1
15	20000000	21000000	11|22	4|16	17|17
15	21000000	22000000	1|30	5|13	24|24
15	22000000	23000000	6|8	24|38	34|34
15	23000000	24000000	1|7	14|31	9|9
15	24000000	25000000	13|30	12|27	7|7
15	25000000	26000000	13|16	4|28	2|2
15	26000000	27000000	1|25	10|28	3|3
15	27000000	28000000	16|32	2|4	4|4
15	28000000	29000000	10|41	2|3	4|4
15	29000000	30000000	5|36	39|46	3|3
15	30000000	31000000	6|24	1|13	9|9
15	31000000	32000000	7|19	13|17	32|32
15	32000000	33000000	21|37	25|33	13|13
15	33000000	34000000	2|13	2|30	15|15
15	34000000	35000000	5|14	4|31	31|31
15	35000000	36000000	12|28	3|29	3|3
15	36000000	37000000	15|17	10|25	10|10
15	37000000	38000000	17|32	9|20	9|9
15	38000000	39000000	1|23	8|19	19|19
15	39000000	40000000	7|9	3|15	3|3
15	40000000	41000000	26|32	3|13	3|3
15	41000000	42000000	25|31	1|27	1|1
15	42000000	43000000	2|24	8|11	8|8
15	43000000	44000000	2|17	10|37	10|10
15	44000000	45000000	6|14	2|17	18|18
15	45000000	46000000	8|18	4|7	25|25
15	46000000	47000000	9|19	3|6	34|34
15	47000000	48000000	1|12	35|39	7|8
15	48000000	49000000	4|21	11|30	8|21
15	49000000	50000000	12|34	26|44	34|37
15	50000000	51000000	22|35	15|46	22|22
15	51000000	52000000	7|38	5|10	38|38
15	52000000	53000000	17|18	23|35	16|18
15	53000000	54000000	2|35	11|30	20|35
15	54000000	55000000	2|27	22|36	10|27
15	55000000	56000000	20|29	12|25	9|29
15	56000000	57000000	2|37	21|23	15|36
15	57000000	58000000	25|25	19|21	10|27
15	58000000	59000000	42|42	28|39	2|13
15	59000000	60000000	1|8	14|38	10|10
15	60000000	61000000	18|18	31|31	41|41
15	61000000	62000000	40|40	5|5	10|10
15	62000000	63000000	1|6	19|19	31|32
15	63000000	64000000	1|21	48|49	18|28
15	64000000	65000000	1|1	1|7	8|9
16	0	1000000	8|34	5|34	5|34
16	1000000	2000000	10|19	3|19	3|19
16	2000000	3000000	2|7	7|19	7|19
16	3000000	4000000	11|13	13|16	13|16
16	4000000	5000000	3|16	4|16	4|16
16	5000000	6000000	3|15	3|5	3|5
16	6000000	7000000	1|9	9|17	9|17
16	7000000	8000000	11|13	8|11	8|11
16	8000000	9000000	7|13	5|14	2|14
16	9000000	10000000	14|19	1|22	1|22
16	10000000	11000000	6|24	11|42	11|42
16	11000000	12000000	2|32	6|36	6|36
16	12000000	13000000	6|16	20|21	20|21
16	13000000	14000000	26|34	1|16	1|16
16	14000000	15000000	10|15	1|12	1|12
16	15000000	16000000	17|27	1|25	1|25
16	16000000	17000000	17|33	8|21	8|21
16	17000000	18000000	3|15	10|28	10|28
16	18000000	19000000	4|11	16|38	16|38
16	19000000	20000000	4|6	6|15	6|15
16	20000000	21000000	1|12	12|39	12|39
16	21000000	22000000	23|31	16|23	16|23
16	22000000	23000000	1|17	12|17	9|17
16	23000000	24000000	10|19	13|19	3|29
16	24000000	25000000	1|24	8|21	13|33
16	25000000	26000000	1|9	4|24	2|21
16	26000000	27000000	9|34	13|29	7|8
16	27000000	28000000	29|35	7|23	9|12
16	28000000	29000000	22|35	3|28	9|32
16	29000000	30000000	1|13	27|33	7|17
16	30000000	31000000	1|30	24|37	3|12
16	31000000	32000000	1|38	1|20	7|32
16	32000000	33000000	1|35	1|16	25|29
16	33000000	34000000	1|4	1|15	4|21
16	34000000	35000000	1|11	1|6	17|20
16	35000000	36000000	1|5	3|24	11|33
16	36000000	37000000	1|40	22|34	20|29
16	37000000	38000000	1|29	10|32	2|32
16	38000000	39000000	3|8	9|35	9|30
16	39000000	40000000	5|19	34|38	25|34
16	40000000	41000000	1|9	6|43	31|42
16	41000000	42000000	1|5	7|41	21|33
16	42000000	43000000	2|10	7|27	23|33
16	43000000	44000000	2|34	11|32	1|29
16	44000000	45000000	1|8	3|35	27|35
16	45000000	46000000	3|5	44|46	42|43
16	46000000	47000000	8|34	13|24	18|26
16	47000000	48000000	16|37	2|25	31|41
16	48000000	49000000	27|36	14|32	3|18
16	49000000	50000000	4|52	2|27	11|14
16	50000000	51000000	1|18	6|27	24|39
16	51000000	52000000	36|40	4|26	20|41
16	52000000	53000000	8|36	2|11	24|31
16	53000000	54000000	4|29	2|36	16|22
16	54000000	55000000	7|10	14|36	40|56
16	55000000	56000000	28|57	8|56	3|39
16	56000000	57000000	23|44	27|48	5|10
16	57000000	58000000	15|24	3|27	21|24
16	58000000	59000000	22|27	2|37	28|44
16	59000000	60000000	0|0	0|0	0|0
17	0	1000000	6|9	2|4	2|13
17	1000000	2000000	4|5	8|12	4|12
17	2000000	3000000	8|12	1|20	15|20
17	3000000	4000000	8|14	1|15	4|15
17	4000000	5000000	6|12	7|18	7|27
17	5000000	6000000	12|23	2|25	25|30
17	6000000	7000000	10|17	3|20	5|20
17	7000000	8000000	2|34	1|4	3|14
17	8000000	9000000	25|30	6|27	15|21
17	9000000	10000000	2|14	4|34	7|30
17	10000000	11000000	29|36	3|6	8|24
17	11000000	12000000	2|6	4|29	5|8
17	12000000	13000000	16|25	7|25	7|25
17	13000000	14000000	6|22	3|10	3|6
17	14000000	15000000	20|33	3|10	3|19
17	15000000	16000000	2|12	9|38	29|39
17	16000000	17000000	7|24	20|32	1|4
17	17000000	18000000	4|16	20|26	2|14
17	18000000	19000000	5|29	12|39	8|33
17	19000000	20000000	7|34	11|27	1|29
17	20000000	21000000	2|3	17|31	4|20
17	21000000	22000000	2|15	20|32	22|27
17	22000000	23000000	22|32	18|39	6|37
17	23000000	24000000	12|38	23|25	3|12
17	24000000	25000000	2|5	6|8	2|17
17	25000000	26000000	23|28	10|13	14|23
17	26000000	27000000	2|14	23|35	2|6
